pupilonrolltableid,NativeId,fsmperiodsonrolltableid,fsmperiodsonrollorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
69ec5f74-c6e,SCH5,56840317,10776,0c4c60b9,2024-Sep-20 00:00:00,,SCT
69ec5f74-c6e,SCH5,2ee2a538,10777,0c4c60b9,2024-Oct-21 00:00:00,,ENG
69f1e50b-75d,SCH8,01cc5bcd,10778,e125d172,2024-Oct-16 00:00:00,,ENG
69f1e50b-75d,SCH8,a4d5ba32,10779,e125d172,2024-Sep-11 00:00:00,,ENG
6a138082-153,SCH1,d1c922dc,10780,2750da98,2024-Oct-23 00:00:00,,SCT
6a138082-153,SCH1,1a26b528,10781,2750da98,2024-Sep-16 00:00:00,,SCT
6a138082-153,SCH1,057aacd2,10782,2750da98,2024-Nov-16 00:00:00,,ENG
6a23fcf5-63d,SCH7,49a10fed,10783,43dfe08c,2024-Sep-24 00:00:00,2024-Oct-04 00:00:00,ENG
6a23fcf5-63d,SCH7,bc92927f,10784,43dfe08c,2024-Dec-11 00:00:00,,NIR
6a23fcf5-63d,SCH7,9f0b41d2,10785,43dfe08c,2024-Sep-26 00:00:00,2024-Nov-27 00:00:00,ENG
6a23fcf5-63d,SCH7,7eff1fdf,10786,43dfe08c,2024-Oct-01 00:00:00,,
6a23fcf5-63d,SCH7,aa1eed1c,10787,43dfe08c,2024-Nov-24 00:00:00,,ENG
6a23fcf5-63d,SCH7,1a241c57,10788,43dfe08c,2024-Oct-07 00:00:00,,
6a23fcf5-63d,SCH7,45a48501,10789,43dfe08c,2024-Dec-13 00:00:00,,SCT
6a2f9e15-5f8,SCH2,f8cb7486,10790,29c3238e,2024-Oct-28 00:00:00,,ENG
6a2f9e15-5f8,SCH2,685949c8,10791,29c3238e,2024-Nov-27 00:00:00,,WLS
6a30feeb-32f,SCH2,50f2142b,10792,619cf754,2024-Oct-07 00:00:00,2024-Nov-20 00:00:00,ENG
6a30feeb-32f,SCH2,91c33e34,10793,619cf754,2024-Dec-05 00:00:00,,ENG
6a30feeb-32f,SCH2,54d8fc70,10794,619cf754,2024-Nov-04 00:00:00,,SCT
6a30feeb-32f,SCH2,3f3c0d00,10795,619cf754,2024-Nov-13 00:00:00,2024-Sep-29 00:00:00,ENG
6a30feeb-32f,SCH2,1ee87b1a,10796,619cf754,2024-Dec-05 00:00:00,2024-Sep-18 00:00:00,ENG
6a30feeb-32f,SCH2,e3197161,10797,619cf754,2024-Dec-01 00:00:00,2024-Nov-08 00:00:00,
6a30feeb-32f,SCH2,29bdd260,10798,619cf754,2024-Nov-03 00:00:00,2024-Sep-12 00:00:00,WLS
6a30feeb-32f,SCH2,3b9510a0,10799,619cf754,2024-Dec-08 00:00:00,2024-Dec-14 00:00:00,ENG
6a30feeb-32f,SCH2,974ae081,10800,619cf754,2024-Sep-16 00:00:00,2024-Oct-01 00:00:00,ENG
6a30feeb-32f,SCH2,34dc6ceb,10801,619cf754,2024-Oct-20 00:00:00,,ENG
6a4c352a-f41,SCH6,3f8b8b18,10802,ee7e964f,2024-Sep-01 00:00:00,,ENG
6a4c352a-f41,SCH6,4027be61,10803,ee7e964f,2024-Sep-01 00:00:00,,ENG
6a4c352a-f41,SCH6,66c9fea5,10804,ee7e964f,2024-Nov-11 00:00:00,2024-Nov-28 00:00:00,SCT
6a4c352a-f41,SCH6,ef65334f,10805,ee7e964f,2024-Sep-05 00:00:00,2024-Sep-10 00:00:00,ENG
6a4c352a-f41,SCH6,4f827471,10806,ee7e964f,2024-Nov-22 00:00:00,,ENG
6a4c352a-f41,SCH6,700c0bf5,10807,ee7e964f,2024-Sep-27 00:00:00,2024-Oct-19 00:00:00,ENG
6a4c352a-f41,SCH6,99ac2bd7,10808,ee7e964f,2024-Nov-17 00:00:00,,SCT
6a4efe96-442,SCH5,74730a53,10809,1627b4cb,2024-Oct-08 00:00:00,,ENG
6a4efe96-442,SCH5,ac819d29,10810,1627b4cb,2024-Sep-29 00:00:00,2024-Dec-06 00:00:00,
6a5ec4fc-38a,SCH4,8ddbe3e1,10811,26c13651,2024-Dec-19 00:00:00,,NIR
6a5ec4fc-38a,SCH4,2de3c0cb,10812,26c13651,2024-Nov-22 00:00:00,2024-Nov-06 00:00:00,ENG
6a5ec4fc-38a,SCH4,1afcb3c8,10813,26c13651,2024-Sep-29 00:00:00,,NIR
6a5ec4fc-38a,SCH4,6b0d9875,10814,26c13651,2024-Oct-26 00:00:00,2024-Sep-29 00:00:00,ENG
6a5ec4fc-38a,SCH4,b96e95c5,10815,26c13651,2024-Nov-04 00:00:00,2024-Nov-09 00:00:00,ENG
6a5ec4fc-38a,SCH4,c581880e,10816,26c13651,2024-Nov-18 00:00:00,2024-Oct-30 00:00:00,ENG
6a5ec4fc-38a,SCH4,f603b386,10817,26c13651,2024-Oct-18 00:00:00,,ENG
6a5ec4fc-38a,SCH4,609b7efb,10818,26c13651,2024-Sep-29 00:00:00,2024-Oct-31 00:00:00,ENG
6a824ec3-d45,SCH4,b3c8d941,10819,9102579a,2024-Nov-29 00:00:00,,ENG
6a824ec3-d45,SCH4,74332d93,10820,9102579a,2024-Sep-26 00:00:00,2024-Sep-09 00:00:00,ENG
6a824ec3-d45,SCH4,2ae48250,10821,9102579a,2024-Nov-28 00:00:00,2024-Nov-16 00:00:00,SCT
6a824ec3-d45,SCH4,58a61fcb,10822,9102579a,2024-Dec-03 00:00:00,2024-Oct-26 00:00:00,ENG
6a824ec3-d45,SCH4,dcfc6ebb,10823,9102579a,2024-Nov-10 00:00:00,2024-Dec-13 00:00:00,WLS
6a824ec3-d45,SCH4,9b41a4e4,10824,9102579a,2024-Oct-28 00:00:00,2024-Oct-22 00:00:00,ENG
6aa463e7-948,SCH4,fbc7cb4f,10825,a3e9630d,2024-Sep-05 00:00:00,2024-Nov-30 00:00:00,SCT
6aa463e7-948,SCH4,21f4122b,10826,a3e9630d,2024-Nov-27 00:00:00,2024-Sep-09 00:00:00,ENG
6ab19bdf-b57,SCH8,cfc41578,10827,f98b7082,2024-Nov-19 00:00:00,2024-Sep-20 00:00:00,ENG
6ab19bdf-b57,SCH8,f5da74bd,10828,f98b7082,2024-Dec-08 00:00:00,,
6ab19bdf-b57,SCH8,6fbc14eb,10829,f98b7082,2024-Nov-22 00:00:00,,ENG
6ab19bdf-b57,SCH8,508b14e6,10830,f98b7082,2024-Oct-18 00:00:00,,ENG
6ab19bdf-b57,SCH8,5f14c42a,10831,f98b7082,2024-Sep-27 00:00:00,,ENG
6ab4d27a-4c9,SCH3,c18e26f7,10832,5884c602,2024-Oct-05 00:00:00,2024-Dec-15 00:00:00,ENG
6ab4d27a-4c9,SCH3,3c5c8e81,10833,5884c602,2024-Oct-28 00:00:00,2024-Nov-25 00:00:00,ENG
6ab4d27a-4c9,SCH3,cb8c6c4d,10834,5884c602,2024-Oct-29 00:00:00,,ENG
6ab4d27a-4c9,SCH3,743f9941,10835,5884c602,2024-Sep-04 00:00:00,,ENG
6ab4d27a-4c9,SCH3,a3564d60,10836,5884c602,2024-Oct-11 00:00:00,2024-Sep-26 00:00:00,NIR
6ab4d27a-4c9,SCH3,fd22f273,10837,5884c602,2024-Oct-08 00:00:00,2024-Oct-23 00:00:00,SCT
6ab4d27a-4c9,SCH3,ee0179e5,10838,5884c602,2024-Dec-09 00:00:00,,NIR
6ab4d27a-4c9,SCH3,7d596380,10839,5884c602,2024-Sep-19 00:00:00,,ENG
6ab6802b-02c,SCH1,047f034f,10840,f9880e44,2024-Nov-16 00:00:00,,SCT
6ab6802b-02c,SCH1,f6581cdb,10841,f9880e44,2024-Nov-20 00:00:00,,ENG
6ab6802b-02c,SCH1,5e1a0cf7,10842,f9880e44,2024-Nov-20 00:00:00,,ENG
6ab6802b-02c,SCH1,4b13b2d3,10843,f9880e44,2024-Oct-15 00:00:00,2024-Oct-04 00:00:00,ENG
6ab6802b-02c,SCH1,b7a5d4c9,10844,f9880e44,2024-Sep-09 00:00:00,2024-Oct-30 00:00:00,ENG
6ab6802b-02c,SCH1,86907cf9,10845,f9880e44,2024-Dec-19 00:00:00,,ENG
6ab6802b-02c,SCH1,a4fed7bf,10846,f9880e44,2024-Dec-01 00:00:00,2024-Sep-21 00:00:00,ENG
6abc63cd-488,SCH7,704bb453,10847,015ac3ba,2024-Nov-05 00:00:00,,ENG
6abc63cd-488,SCH7,37e48425,10848,015ac3ba,2024-Oct-24 00:00:00,2024-Sep-22 00:00:00,ENG
6abc63cd-488,SCH7,f356c1d0,10849,015ac3ba,2024-Dec-08 00:00:00,2024-Oct-02 00:00:00,ENG
6abc63cd-488,SCH7,63386487,10850,015ac3ba,2024-Dec-08 00:00:00,,SCT
6abc63cd-488,SCH7,718008fd,10851,015ac3ba,2024-Dec-13 00:00:00,,ENG
6abc63cd-488,SCH7,dcc001e9,10852,015ac3ba,2024-Sep-07 00:00:00,,ENG
6abc63cd-488,SCH7,525b81f3,10853,015ac3ba,2024-Nov-09 00:00:00,2024-Sep-20 00:00:00,ENG
6abc63cd-488,SCH7,1cfa94dc,10854,015ac3ba,2024-Oct-05 00:00:00,2024-Nov-16 00:00:00,ENG
6abc63cd-488,SCH7,0a01673a,10855,015ac3ba,2024-Oct-20 00:00:00,,
6abc63cd-488,SCH7,9091e179,10856,015ac3ba,2024-Dec-16 00:00:00,2024-Dec-15 00:00:00,ENG
6ac01d69-00e,SCH7,f2cae462,10857,0b7f600b,2024-Oct-18 00:00:00,2024-Oct-15 00:00:00,
6ac01d69-00e,SCH7,5e2797fd,10858,0b7f600b,2024-Nov-01 00:00:00,2024-Oct-07 00:00:00,ENG
6ac01d69-00e,SCH7,a7c20064,10859,0b7f600b,2024-Oct-20 00:00:00,2024-Oct-15 00:00:00,ENG
6ac01d69-00e,SCH7,a9588bc8,10860,0b7f600b,2024-Sep-01 00:00:00,,ENG
6ac01d69-00e,SCH7,c9700465,10861,0b7f600b,2024-Oct-22 00:00:00,2024-Sep-25 00:00:00,
6ad179f9-6fc,SCH1,ebabcc3c,10862,6598627b,2024-Oct-06 00:00:00,,ENG
6ad179f9-6fc,SCH1,d1522915,10863,6598627b,2024-Dec-19 00:00:00,,ENG
6ad179f9-6fc,SCH1,7c459b10,10864,6598627b,2024-Sep-06 00:00:00,,ENG
6ad179f9-6fc,SCH1,b6dd8b5b,10865,6598627b,2024-Sep-21 00:00:00,,
6ad179f9-6fc,SCH1,1e3d7046,10866,6598627b,2024-Sep-16 00:00:00,2024-Sep-17 00:00:00,ENG
6ad179f9-6fc,SCH1,70362c1c,10867,6598627b,2024-Oct-28 00:00:00,,ENG
6ad179f9-6fc,SCH1,3b529419,10868,6598627b,2024-Nov-05 00:00:00,2024-Oct-09 00:00:00,ENG
6ad41fb2-74a,SCH5,e073e330,10869,c148ec89,2024-Oct-10 00:00:00,,ENG
6af65784-d96,SCH1,c334d238,10870,f884eee7,2024-Sep-23 00:00:00,2024-Oct-28 00:00:00,WLS
6afa5282-8f5,SCH7,34fa5d7a,10871,1065f683,2024-Nov-02 00:00:00,,ENG
6afbcd01-8ed,SCH8,57eea857,10872,4c8aed74,2024-Sep-07 00:00:00,,ENG
6afbcd01-8ed,SCH8,b45ad411,10873,4c8aed74,2024-Nov-30 00:00:00,2024-Nov-17 00:00:00,WLS
6b137d72-6d1,SCH1,c7ed2cf1,10874,f532e915,2024-Oct-26 00:00:00,2024-Oct-28 00:00:00,ENG
6b137d72-6d1,SCH1,c9adc308,10875,f532e915,2024-Oct-13 00:00:00,2024-Oct-03 00:00:00,ENG
6b137d72-6d1,SCH1,fc6f409e,10876,f532e915,2024-Sep-22 00:00:00,2024-Sep-02 00:00:00,ENG
6b137d72-6d1,SCH1,5e703026,10877,f532e915,2024-Oct-02 00:00:00,2024-Sep-28 00:00:00,ENG
6b137d72-6d1,SCH1,77e3cfb9,10878,f532e915,2024-Dec-10 00:00:00,2024-Oct-10 00:00:00,SCT
6b137d72-6d1,SCH1,aadac237,10879,f532e915,2024-Sep-30 00:00:00,,ENG
6b137d72-6d1,SCH1,e5ed0158,10880,f532e915,2024-Oct-30 00:00:00,2024-Sep-29 00:00:00,WLS
6b137d72-6d1,SCH1,a75308d6,10881,f532e915,2024-Oct-31 00:00:00,2024-Nov-15 00:00:00,ENG
6b137d72-6d1,SCH1,df3e0019,10882,f532e915,2024-Oct-18 00:00:00,,SCT
6b137d72-6d1,SCH1,833802f2,10883,f532e915,2024-Oct-18 00:00:00,2024-Dec-17 00:00:00,
6b17e8a5-adc,SCH2,fc45dee4,10884,30e08371,2024-Sep-24 00:00:00,,SCT
6b1d3c30-363,SCH4,c4c56da4,10885,3f3bd059,2024-Sep-19 00:00:00,,ENG
6b313aa5-819,SCH5,87d7cc7d,10886,6db52811,2024-Sep-21 00:00:00,2024-Oct-14 00:00:00,ENG
6b313aa5-819,SCH5,5280d67e,10887,6db52811,2024-Oct-15 00:00:00,2024-Nov-12 00:00:00,ENG
6b313aa5-819,SCH5,8b78a123,10888,6db52811,2024-Dec-15 00:00:00,2024-Nov-11 00:00:00,ENG
6b313aa5-819,SCH5,c230a2c6,10889,6db52811,2024-Nov-28 00:00:00,2024-Nov-15 00:00:00,ENG
6b313aa5-819,SCH5,3ef31372,10890,6db52811,2024-Nov-30 00:00:00,2024-Nov-20 00:00:00,ENG
6b313aa5-819,SCH5,a39fe624,10891,6db52811,2024-Nov-27 00:00:00,,SCT
6b48ee17-b7b,SCH1,fcda71ca,10892,0ba86646,2024-Sep-24 00:00:00,2024-Sep-04 00:00:00,ENG
6b48ee17-b7b,SCH1,80d6d85c,10893,0ba86646,2024-Sep-21 00:00:00,,ENG
6b48ee17-b7b,SCH1,fd648ebb,10894,0ba86646,2024-Dec-11 00:00:00,2024-Nov-02 00:00:00,ENG
6b48ee17-b7b,SCH1,55e1c660,10895,0ba86646,2024-Dec-18 00:00:00,2024-Sep-24 00:00:00,ENG
6b48ee17-b7b,SCH1,7440c2f4,10896,0ba86646,2024-Oct-29 00:00:00,2024-Oct-02 00:00:00,SCT
6b48ee17-b7b,SCH1,1965e64b,10897,0ba86646,2024-Nov-13 00:00:00,2024-Dec-06 00:00:00,ENG
6b48ee17-b7b,SCH1,f206964c,10898,0ba86646,2024-Oct-03 00:00:00,2024-Sep-30 00:00:00,ENG
6b5644eb-78c,SCH1,564c33c6,10899,6a26b216,2024-Oct-01 00:00:00,2024-Nov-19 00:00:00,
6b5644eb-78c,SCH1,aa99b2ee,10900,6a26b216,2024-Nov-26 00:00:00,,ENG
6b5644eb-78c,SCH1,54ac74ca,10901,6a26b216,2024-Sep-06 00:00:00,2024-Sep-06 00:00:00,ENG
6b5644eb-78c,SCH1,6e0ffce4,10902,6a26b216,2024-Oct-08 00:00:00,2024-Nov-19 00:00:00,SCT
6b5644eb-78c,SCH1,df32c9df,10903,6a26b216,2024-Dec-01 00:00:00,,
6b5644eb-78c,SCH1,8de6bd15,10904,6a26b216,2024-Oct-03 00:00:00,2024-Nov-22 00:00:00,NIR
6b5949f4-212,SCH1,c3a36655,10905,1314d10c,2024-Dec-01 00:00:00,2024-Oct-20 00:00:00,ENG
6b5949f4-212,SCH1,f4277102,10906,1314d10c,2024-Oct-15 00:00:00,,WLS
6b5949f4-212,SCH1,26615ec6,10907,1314d10c,2024-Oct-03 00:00:00,,NIR
6b5949f4-212,SCH1,7f11bcd4,10908,1314d10c,2024-Oct-18 00:00:00,,ENG
6b5949f4-212,SCH1,b4aeda1f,10909,1314d10c,2024-Sep-20 00:00:00,,WLS
6b5949f4-212,SCH1,3cbe51e4,10910,1314d10c,2024-Sep-13 00:00:00,,ENG
6b5b3210-006,SCH5,08cf6233,10911,047cee09,2024-Nov-20 00:00:00,,WLS
6b5b3210-006,SCH5,e51bbc21,10912,047cee09,2024-Oct-28 00:00:00,,SCT
6b5b3210-006,SCH5,1095d954,10913,047cee09,2024-Sep-09 00:00:00,,
6b5b3210-006,SCH5,16e9a45a,10914,047cee09,2024-Sep-22 00:00:00,,ENG
6b5b3210-006,SCH5,e92f80e4,10915,047cee09,2024-Nov-23 00:00:00,2024-Nov-13 00:00:00,WLS
6b5b3210-006,SCH5,0586808c,10916,047cee09,2024-Oct-19 00:00:00,,ENG
6b5b3210-006,SCH5,b9b46673,10917,047cee09,2024-Oct-12 00:00:00,,SCT
6b5b3210-006,SCH5,1ddc6944,10918,047cee09,2024-Dec-02 00:00:00,2024-Sep-23 00:00:00,SCT
6b5b3210-006,SCH5,3f2239cb,10919,047cee09,2024-Nov-27 00:00:00,2024-Dec-17 00:00:00,SCT
6b5b3210-006,SCH5,7f525066,10920,047cee09,2024-Dec-03 00:00:00,,ENG
6b6041ae-340,SCH6,4941515c,10921,34554edd,2024-Dec-01 00:00:00,,ENG
6b6041ae-340,SCH6,c8021c14,10922,34554edd,2024-Dec-11 00:00:00,2024-Oct-22 00:00:00,ENG
6b6041ae-340,SCH6,56a90fb9,10923,34554edd,2024-Sep-15 00:00:00,,ENG
6b6041ae-340,SCH6,62abd48c,10924,34554edd,2024-Sep-20 00:00:00,,ENG
6b6041ae-340,SCH6,3ad8a8eb,10925,34554edd,2024-Dec-16 00:00:00,2024-Dec-11 00:00:00,ENG
6b6041ae-340,SCH6,73a9d07a,10926,34554edd,2024-Sep-03 00:00:00,2024-Sep-05 00:00:00,ENG
6b6041ae-340,SCH6,9856c08c,10927,34554edd,2024-Nov-30 00:00:00,2024-Nov-14 00:00:00,ENG
6b6041ae-340,SCH6,fecf8d5f,10928,34554edd,2024-Oct-13 00:00:00,2024-Oct-06 00:00:00,SCT
6b6041ae-340,SCH6,f55ce18c,10929,34554edd,2024-Dec-13 00:00:00,,ENG
6b6041ae-340,SCH6,89bf8fbf,10930,34554edd,2024-Dec-02 00:00:00,,ENG
6b618613-f99,SCH1,0c402955,10931,69fc1b1b,2024-Sep-01 00:00:00,2024-Oct-29 00:00:00,SCT
6b618613-f99,SCH1,6edfaddc,10932,69fc1b1b,2024-Dec-19 00:00:00,,
6b618613-f99,SCH1,56f1998c,10933,69fc1b1b,2024-Nov-05 00:00:00,,SCT
6b618613-f99,SCH1,e00803aa,10934,69fc1b1b,2024-Sep-15 00:00:00,,SCT
6b620349-ddc,SCH6,130640f3,10935,cabea317,2024-Nov-20 00:00:00,,ENG
6b620349-ddc,SCH6,8763fd72,10936,cabea317,2024-Sep-24 00:00:00,2024-Sep-28 00:00:00,ENG
6b620349-ddc,SCH6,16d74ae4,10937,cabea317,2024-Nov-18 00:00:00,2024-Oct-02 00:00:00,ENG
6b620349-ddc,SCH6,67d17196,10938,cabea317,2024-Oct-18 00:00:00,2024-Dec-08 00:00:00,ENG
6b620349-ddc,SCH6,14c737eb,10939,cabea317,2024-Sep-04 00:00:00,,ENG
6b620349-ddc,SCH6,c52938a6,10940,cabea317,2024-Oct-07 00:00:00,2024-Oct-01 00:00:00,SCT
6b620349-ddc,SCH6,ff9958b0,10941,cabea317,2024-Sep-13 00:00:00,2024-Sep-25 00:00:00,
6b620349-ddc,SCH6,d7cbb3f3,10942,cabea317,2024-Nov-11 00:00:00,,ENG
6b620349-ddc,SCH6,60baaae4,10943,cabea317,2024-Oct-26 00:00:00,2024-Oct-29 00:00:00,ENG
6b63490a-a58,SCH2,83705e4d,10944,5857637f,2024-Oct-02 00:00:00,,ENG
6b63490a-a58,SCH2,ff69fd82,10945,5857637f,2024-Oct-12 00:00:00,,ENG
6b63490a-a58,SCH2,9328df67,10946,5857637f,2024-Dec-08 00:00:00,2024-Nov-09 00:00:00,ENG
6b63490a-a58,SCH2,6663671f,10947,5857637f,2024-Oct-21 00:00:00,,
6b63490a-a58,SCH2,722f062c,10948,5857637f,2024-Dec-19 00:00:00,,ENG
6b63490a-a58,SCH2,48daec13,10949,5857637f,2024-Nov-20 00:00:00,,ENG
6b63490a-a58,SCH2,36be1018,10950,5857637f,2024-Sep-30 00:00:00,2024-Oct-08 00:00:00,ENG
6b641560-117,SCH2,37659b23,10951,38d05c11,2024-Nov-18 00:00:00,2024-Nov-28 00:00:00,ENG
6b641560-117,SCH2,eb34d5b6,10952,38d05c11,2024-Oct-27 00:00:00,,WLS
6b64c3a6-b86,SCH5,f7061c76,10953,038d3b2f,2024-Nov-04 00:00:00,2024-Dec-07 00:00:00,ENG
6b64c3a6-b86,SCH5,43fccb06,10954,038d3b2f,2024-Sep-07 00:00:00,2024-Dec-19 00:00:00,ENG
6b64c3a6-b86,SCH5,f4848a43,10955,038d3b2f,2024-Oct-26 00:00:00,2024-Nov-26 00:00:00,ENG
6b64c3a6-b86,SCH5,deee2af4,10956,038d3b2f,2024-Oct-02 00:00:00,2024-Dec-14 00:00:00,ENG
6b64c3a6-b86,SCH5,6a802b34,10957,038d3b2f,2024-Sep-02 00:00:00,,ENG
6b64c3a6-b86,SCH5,8202192f,10958,038d3b2f,2024-Dec-04 00:00:00,2024-Nov-09 00:00:00,ENG
6b64c3a6-b86,SCH5,078afbfe,10959,038d3b2f,2024-Sep-14 00:00:00,2024-Sep-24 00:00:00,
6b64c3a6-b86,SCH5,cd109431,10960,038d3b2f,2024-Nov-18 00:00:00,,NIR
6b64c3a6-b86,SCH5,de9212a8,10961,038d3b2f,2024-Nov-09 00:00:00,2024-Sep-22 00:00:00,
6b6668fc-933,SCH3,cd86e94d,10962,9c1b7c87,2024-Sep-06 00:00:00,,SCT
6b6668fc-933,SCH3,2179f153,10963,9c1b7c87,2024-Nov-07 00:00:00,2024-Oct-26 00:00:00,ENG
6b6668fc-933,SCH3,eda0fb81,10964,9c1b7c87,2024-Nov-19 00:00:00,,WLS
6b6668fc-933,SCH3,a69ee93b,10965,9c1b7c87,2024-Sep-17 00:00:00,2024-Nov-08 00:00:00,SCT
6b6668fc-933,SCH3,5136523d,10966,9c1b7c87,2024-Oct-20 00:00:00,,ENG
6b6668fc-933,SCH3,764a5b48,10967,9c1b7c87,2024-Oct-23 00:00:00,2024-Oct-19 00:00:00,SCT
6b6668fc-933,SCH3,a79bbb6e,10968,9c1b7c87,2024-Oct-11 00:00:00,,ENG
6b6668fc-933,SCH3,5061d17c,10969,9c1b7c87,2024-Sep-25 00:00:00,2024-Oct-02 00:00:00,ENG
6b92ad8c-f20,SCH7,a1ea9710,10970,09dac5a4,2024-Dec-17 00:00:00,,ENG
6b92ad8c-f20,SCH7,b008cc7c,10971,09dac5a4,2024-Oct-22 00:00:00,2024-Sep-26 00:00:00,WLS
6b92ad8c-f20,SCH7,bb4f457b,10972,09dac5a4,2024-Nov-21 00:00:00,,ENG
6b92ad8c-f20,SCH7,68ff1ea9,10973,09dac5a4,2024-Sep-11 00:00:00,,ENG
6b9cb784-4db,SCH2,9210391a,10974,1a9e1aa3,2024-Dec-12 00:00:00,,ENG
6b9cb784-4db,SCH2,e5356dc8,10975,1a9e1aa3,2024-Oct-14 00:00:00,,ENG
6b9cb784-4db,SCH2,d792ef2a,10976,1a9e1aa3,2024-Oct-14 00:00:00,,ENG
6ba3cc84-e39,SCH6,fe668640,10977,a552cca3,2024-Sep-05 00:00:00,,SCT
6bb9021d-d32,SCH2,fc53fa98,10978,6675c852,2024-Nov-26 00:00:00,,ENG
6bb9021d-d32,SCH2,62f92599,10979,6675c852,2024-Nov-18 00:00:00,,ENG
6bb9021d-d32,SCH2,b08302e3,10980,6675c852,2024-Nov-09 00:00:00,2024-Sep-17 00:00:00,SCT
6bb9021d-d32,SCH2,47ffb875,10981,6675c852,2024-Oct-09 00:00:00,,ENG
6bb9021d-d32,SCH2,1ae6a87e,10982,6675c852,2024-Dec-18 00:00:00,2024-Nov-16 00:00:00,ENG
6bb9021d-d32,SCH2,17c45ed1,10983,6675c852,2024-Dec-18 00:00:00,2024-Oct-08 00:00:00,NIR
6bbfd26f-067,SCH4,8e351636,10984,89126b8b,2024-Sep-20 00:00:00,2024-Nov-09 00:00:00,SCT
6bbfd26f-067,SCH4,2ab7e486,10985,89126b8b,2024-Dec-02 00:00:00,,ENG
6bbfd26f-067,SCH4,63cf4ef9,10986,89126b8b,2024-Sep-02 00:00:00,,ENG
6bbfd26f-067,SCH4,3311111d,10987,89126b8b,2024-Oct-18 00:00:00,,
6bbfd26f-067,SCH4,24573ff8,10988,89126b8b,2024-Nov-24 00:00:00,2024-Sep-26 00:00:00,WLS
6bbfd26f-067,SCH4,0b18c3e7,10989,89126b8b,2024-Dec-02 00:00:00,2024-Nov-16 00:00:00,ENG
6bc3ad0b-fde,SCH3,c8e703c3,10990,31a60b7e,2024-Dec-16 00:00:00,,SCT
6bc3ad0b-fde,SCH3,df23c1c7,10991,31a60b7e,2024-Nov-28 00:00:00,,ENG
6bc3ad0b-fde,SCH3,2e242fb7,10992,31a60b7e,2024-Oct-24 00:00:00,,SCT
6bc3ad0b-fde,SCH3,aed9fbc5,10993,31a60b7e,2024-Nov-26 00:00:00,2024-Nov-26 00:00:00,ENG
6bc3ad0b-fde,SCH3,f3b498fe,10994,31a60b7e,2024-Nov-02 00:00:00,,ENG
6bc3ad0b-fde,SCH3,d1ef0401,10995,31a60b7e,2024-Sep-29 00:00:00,2024-Sep-05 00:00:00,ENG
6bc3ad0b-fde,SCH3,67244674,10996,31a60b7e,2024-Nov-04 00:00:00,,ENG
6bc3ad0b-fde,SCH3,3bed4aa5,10997,31a60b7e,2024-Nov-20 00:00:00,,SCT
6bc3ad0b-fde,SCH3,823132bf,10998,31a60b7e,2024-Oct-19 00:00:00,,ENG
6bc3ad0b-fde,SCH3,03cd14e1,10999,31a60b7e,2024-Nov-01 00:00:00,,ENG
6bc82d32-d97,SCH4,7ac8437a,11000,f0e3b31c,2024-Dec-17 00:00:00,2024-Nov-07 00:00:00,SCT
6bc82d32-d97,SCH4,8dde786c,11001,f0e3b31c,2024-Oct-13 00:00:00,,ENG
6bc82d32-d97,SCH4,7de8667e,11002,f0e3b31c,2024-Nov-28 00:00:00,,SCT
6bc82d32-d97,SCH4,784c6ff2,11003,f0e3b31c,2024-Oct-13 00:00:00,,ENG
6bc82d32-d97,SCH4,90aa6841,11004,f0e3b31c,2024-Oct-15 00:00:00,2024-Dec-06 00:00:00,ENG
6bc82d32-d97,SCH4,fe20b955,11005,f0e3b31c,2024-Sep-18 00:00:00,,ENG
6bc82d32-d97,SCH4,d14f5043,11006,f0e3b31c,2024-Sep-23 00:00:00,,SCT
6bc82d32-d97,SCH4,b149167d,11007,f0e3b31c,2024-Oct-18 00:00:00,2024-Nov-11 00:00:00,ENG
6bd1ca9c-f78,SCH7,f8d58684,11008,64ed031e,2024-Nov-23 00:00:00,,
6bd1ca9c-f78,SCH7,20e5fbce,11009,64ed031e,2024-Dec-15 00:00:00,,SCT
6bd1ca9c-f78,SCH7,7f37a95a,11010,64ed031e,2024-Sep-18 00:00:00,,ENG
6bd1ca9c-f78,SCH7,b594e60a,11011,64ed031e,2024-Sep-15 00:00:00,2024-Nov-27 00:00:00,SCT
6bd1ca9c-f78,SCH7,a0ecc105,11012,64ed031e,2024-Oct-27 00:00:00,,WLS
6bd1ca9c-f78,SCH7,beb60aa5,11013,64ed031e,2024-Nov-10 00:00:00,2024-Sep-02 00:00:00,ENG
6bd1ca9c-f78,SCH7,868f6ba3,11014,64ed031e,2024-Sep-01 00:00:00,2024-Oct-01 00:00:00,ENG
6bfd225b-6aa,SCH4,4936f563,11015,3bfd190d,2024-Nov-02 00:00:00,2024-Nov-25 00:00:00,ENG
6bfd225b-6aa,SCH4,520cdef9,11016,3bfd190d,2024-Dec-03 00:00:00,,ENG
6bfd225b-6aa,SCH4,b9c62952,11017,3bfd190d,2024-Sep-04 00:00:00,,ENG
6bfd225b-6aa,SCH4,206242d3,11018,3bfd190d,2024-Sep-13 00:00:00,2024-Oct-20 00:00:00,ENG
